frame_number,landmark_id,x_pixel,y_pixel,z_normalized,visibility
71,12,1286,283,0.1494,0.9998
71,13,1478,330,-0.2887,0.994
71,14,1305,446,0.212,0.3179
71,15,1383,455,-0.3313,0.9224
71,16,1212,442,0.1651,0.5084
71,17,1359,486,-0.3573,0.8747
71,18,1188,434,0.1681,0.5061
71,19,1344,476,-0.3468,0.8708
71,20,1190,424,0.1591,0.5088
71,21,1349,467,-0.3235,0.8546
71,22,1200,426,0.1591,0.4913
71,23,1353,609,-0.1081,0.9999
71,24,1365,617,0.1081,0.9996
71,25,1172,813,-0.1043,0.994
71,26,1481,869,0.0803,0.9113
71,27,1139,1147,-0.0837,0.9931
71,28,1754,874,0.0722,0.9783
71,29,1164,1196,-0.0828,0.9851
71,30,1788,840,0.0699,0.9743
71,31,994,1171,-0.1313,0.9922
71,32,1837,948,0.0423,0.9785
72,0,1203,158,-0.0551,1.0
72,1,1217,130,-0.0877,0.9999
72,2,1222,129,-0.0877,0.9999
72,3,1227,128,-0.0879,0.9999
72,4,1214,130,-0.0315,0.9999
72,5,1216,129,-0.0316,0.9999
72,6,1218,128,-0.0315,0.9999
72,7,1260,136,-0.0976,1.0
72,8,1249,136,0.0481,0.9999
72,9,1220,182,-0.0772,0.9999
72,10,1214,183,-0.0163,0.9998
72,11,1334,258,-0.1695,1.0
72,12,1286,284,0.1774,0.9998
72,13,1462,338,-0.243,0.9945
72,14,1314,446,0.2414,0.2939
72,15,1368,462,-0.2239,0.9296
72,16,1232,481,0.2019,0.4732
72,17,1344,504,-0.2455,0.8861
72,18,1210,498,0.2038,0.4767
72,19,1329,489,-0.236,0.8824
72,20,1208,482,0.1874,0.4798
72,21,1335,479,-0.2145,0.8669
72,22,1218,478,0.1917,0.4645
72,23,1353,618,-0.1082,0.9999
72,24,1366,620,0.1082,0.9996
72,25,1191,855,-0.1,0.9925
72,26,1458,877,0.0934,0.9052
72,27,1172,1169,-0.0836,0.9932
72,28,1705,811,0.1049,0.9757
72,29,1202,1226,-0.0852,0.9854
72,30,1732,773,0.1076,0.9746
72,31,1024,1204,-0.1457,0.9917
72,32,1797,891,0.089,0.9758
73,0,1200,165,-0.0338,1.0
73,1,1213,136,-0.0569,0.9999
73,2,1218,136,-0.0569,0.9999
73,3,1223,135,-0.057,1.0
73,4,1209,135,-0.017,0.9999
73,5,1212,134,-0.017,0.9999
73,6,1214,132,-0.0169,0.9999
73,7,1258,140,-0.0912,1.0
73,8,1246,138,0.0579,0.9999
73,9,1218,187,-0.0484,0.9999
73,10,1213,188,-0.0006,0.9998
73,11,1332,276,-0.1726,1.0
73,12,1288,289,0.1781,0.9998
73,13,1451,404,-0.2099,0.9948
73,14,1337,444,0.2311,0.2676
73,15,1329,524,-0.1336,0.9357
73,16,1268,522,0.1632,0.4297
73,17,1292,561,-0.1513,0.8953
73,18,1248,558,0.1581,0.4347
73,19,1277,543,-0.1373,0.8916
73,20,1242,540,0.1316,0.4377
73,21,1289,531,-0.1219,0.8763
73,22,1251,524,0.1474,0.4246
73,23,1353,633,-0.1092,0.9999
73,24,1366,628,0.1093,0.9993
73,25,1224,884,-0.1073,0.9918
73,26,1435,887,0.143,0.8912
73,27,1246,1197,-0.0996,0.9933
73,28,1677,789,0.2382,0.9628
73,29,1280,1240,-0.1028,0.985
73,30,1678,751,0.2491,0.9719
73,31,1123,1240,-0.1695,0.9915
73,32,1716,851,0.2541,0.9679
74,0,1199,176,-0.0456,1.0
74,1,1212,148,-0.0651,0.9999
74,2,1217,147,-0.065,0.9999
74,3,1223,146,-0.0651,0.9999
74,4,1209,147,-0.0301,0.9999
74,5,1211,146,-0.0301,0.9999
74,6,1213,144,-0.0301,0.9999
74,7,1258,153,-0.1088,1.0
74,8,1246,152,0.043,0.9999
74,9,1217,198,-0.0599,0.9999
74,10,1212,199,-0.0154,0.9998
74,11,1332,298,-0.1873,1.0
74,12,1283,318,0.1499,0.9998
74,13,1416,454,-0.2165,0.9951
74,14,1337,477,0.185,0.2468
74,15,1280,553,-0.1614,0.9405
74,16,1291,593,0.1137,0.3953
74,17,1248,580,-0.1828,0.902
74,18,1275,632,0.1104,0.4012
74,19,1237,557,-0.1678,0.8982
74,20,1273,618,0.0815,0.4042
74,21,1249,551,-0.1516,0.8819
74,22,1276,606,0.0984,0.3927
74,23,1370,648,-0.1099,0.9998
74,24,1365,648,0.1099,0.9993
74,25,1280,904,-0.1154,0.9908
74,26,1348,905,0.1341,0.8606
74,27,1433,1108,-0.082,0.9927
74,28,1380,1152,0.1707,0.9558
74,29,1480,1103,-0.0824,0.9833
74,30,1417,1198,0.1723,0.9659
74,31,1391,1171,-0.1334,0.9908
74,32,1280,1210,0.1685,0.9629
75,0,1199,192,-0.0376,1.0
75,1,1212,164,-0.0598,0.9999
75,2,1217,164,-0.0599,0.9999
75,3,1222,163,-0.0599,1.0
75,4,1209,163,-0.023,0.9999
75,5,1211,162,-0.023,0.9999
75,6,1214,161,-0.023,0.9999
75,7,1257,169,-0.1107,1.0
75,8,1247,167,0.0517,0.9999
75,9,1217,213,-0.0527,0.9999
75,10,1212,213,-0.0061,0.9998
75,11,1321,313,-0.1998,1.0
75,12,1311,325,0.1623,0.9997
75,13,1367,486,-0.2193,0.9951
75,14,1390,493,0.1955,0.2294
75,15,1214,550,-0.144,0.9448
75,16,1379,614,0.1156,0.3634
75,17,1172,564,-0.1603,0.9087
75,18,1420,643,0.1087,0.3705
75,19,1169,546,-0.1456,0.9051
75,20,1409,634,0.0882,0.3733
75,21,1184,542,-0.1325,0.888
75,22,1405,623,0.1021,0.3625
75,23,1388,665,-0.1149,0.9998
75,24,1365,667,0.1149,0.9992
75,25,1359,932,-0.0837,0.9909
75,26,1233,903,0.1063,0.8665
75,27,1510,1191,-0.0052,0.9933
75,28,1465,871,0.2921,0.9478
75,29,1551,1222,-0.0022,0.9833
75,30,1496,845,0.312,0.9636
75,31,1409,1245,-0.0822,0.9916
75,32,1449,972,0.33,0.9601
76,0,1199,192,-0.042,0.9999
76,1,1213,164,-0.0665,0.9999
76,2,1217,164,-0.0666,0.9999
76,3,1222,163,-0.0666,1.0
76,4,1210,163,-0.0297,0.9999
76,5,1212,162,-0.0296,0.9999
76,6,1215,161,-0.0297,0.9999
76,7,1256,171,-0.1236,1.0
76,8,1249,169,0.0405,0.9999
76,9,1217,213,-0.0596,0.9999
76,10,1212,213,-0.0122,0.9998
76,11,1311,314,-0.2105,1.0
76,12,1330,324,0.1515,0.9997
76,13,1328,475,-0.2479,0.9943
76,14,1444,490,0.2086,0.2162
76,15,1193,535,-0.1661,0.948
76,16,1415,579,0.1627,0.3414
76,17,1152,520,-0.1927,0.914
76,18,1445,596,0.1609,0.3514
76,19,1156,500,-0.1675,0.9106
76,20,1433,585,0.1388,0.3547
76,21,1173,505,-0.151,0.892
76,22,1430,577,0.1502,0.3435
76,23,1389,667,-0.1145,0.9998
76,24,1362,668,0.1145,0.999
76,25,1439,937,-0.0843,0.991
76,26,1185,857,0.1135,0.87
76,27,1606,1174,-0.0046,0.9937
76,28,1431,890,0.2993,0.9347
76,29,1649,1202,0.0006,0.9831
76,30,1466,871,0.3169,0.9544
76,31,1510,1245,-0.0803,0.9921
76,32,1464,993,0.3162,0.9525
77,0,1203,179,-0.0442,1.0
77,1,1217,153,-0.0694,0.9999
77,2,1221,153,-0.0695,0.9999
77,3,1225,153,-0.0695,1.0
77,4,1217,151,-0.0349,0.9999
77,5,1220,150,-0.0349,0.9999
77,6,1223,149,-0.0349,0.9999
77,7,1256,165,-0.1285,1.0
77,8,1256,161,0.0264,0.9999
77,9,1218,203,-0.0623,0.9999
77,10,1215,202,-0.0176,0.9998
77,11,1289,310,-0.2073,1.0
77,12,1350,317,0.1251,0.9997
77,13,1294,469,-0.172,0.9926
77,14,1480,443,0.1735,0.2432
77,15,1168,483,0.0051,0.9391
77,16,1429,565,0.1442,0.3448
77,17,1133,471,0.0021,0.901
77,18,1427,579,0.1404,0.3522
77,19,1142,448,0.0098,0.8976
77,20,1409,569,0.1223,0.356
77,21,1156,450,0.0149,0.8742
77,22,1411,562,0.1337,0.3421
77,23,1386,663,-0.1086,0.9998
77,24,1361,664,0.1086,0.999
77,25,1499,921,-0.0953,0.9918
77,26,1164,815,0.1246,0.8821
77,27,1674,1145,-0.0356,0.9943
77,28,1391,919,0.2937,0.9401
77,29,1733,1171,-0.0349,0.984
77,30,1431,907,0.3082,0.9562
77,31,1635,1241,-0.1323,0.9928
77,32,1399,1052,0.3048,0.9562
78,0,1210,158,0.0313,1.0
78,1,1223,135,0.0048,0.9999
78,2,1226,135,0.0048,0.9999
78,3,1229,136,0.0048,1.0
78,4,1224,132,0.0343,0.9999
78,5,1227,131,0.0343,0.9999
78,6,1231,131,0.0343,0.9999
78,7,1257,149,-0.0684,1.0
78,8,1263,146,0.0641,0.9999
78,9,1222,185,0.0083,0.9999
78,10,1221,182,0.0465,0.9998
78,11,1284,283,-0.1625,1.0
78,12,1353,296,0.1433,0.9997
78,13,1281,460,-0.0934,0.9923
78,14,1489,402,0.1934,0.2782
78,15,1190,425,0.1226,0.9284
78,16,1427,535,0.1454,0.3473
78,17,1157,415,0.1322,0.8818
78,18,1419,562,0.1429,0.3476
78,19,1167,398,0.1403,0.8782
78,20,1407,561,0.1434,0.3512
78,21,1179,400,0.1339,0.8519
78,22,1406,548,0.1449,0.3362
78,23,1383,644,-0.1092,0.9998
78,24,1358,649,0.1091,0.9991
78,25,1539,894,-0.1561,0.9925
78,26,1155,796,0.1217,0.8919
78,27,1742,1075,-0.1436,0.9948
78,28,1287,1008,0.2399,0.9455
78,29,1793,1082,-0.1416,0.985
78,30,1339,1040,0.2497,0.9591
78,31,1746,1219,-0.2105,0.9934
78,32,1222,1129,0.2485,0.9598
79,0,1212,146,0.0495,0.9999
79,1,1225,123,0.0249,0.9999
79,2,1228,123,0.0249,0.9999
79,3,1230,124,0.0248,0.9999
79,4,1225,121,0.0525,0.9999
79,5,1228,120,0.0525,0.9999
79,6,1232,120,0.0525,0.9999
79,7,1258,139,-0.0409,0.9999
79,8,1264,136,0.0849,0.9999
79,9,1224,174,0.0294,0.9999
79,10,1223,172,0.0656,0.9998
79,11,1280,271,-0.1285,1.0
79,12,1358,287,0.1496,0.9997
79,13,1268,435,-0.0599,0.9906
79,14,1493,383,0.2009,0.3138
79,15,1213,414,0.1493,0.8956
79,16,1426,508,0.1708,0.3471
79,17,1181,410,0.1636,0.8382
79,18,1418,536,0.1783,0.3404
79,19,1184,396,0.1709,0.8339
79,20,1406,533,0.1703,0.344
79,21,1196,397,0.1603,0.8055
79,22,1404,525,0.169,0.3278
79,23,1382,632,-0.1092,0.9998
79,24,1358,642,0.1091,0.9992
79,25,1537,882,-0.1728,0.9931
79,26,1164,809,0.1271,0.8974
79,27,1792,985,-0.1585,0.9952
79,28,1221,1086,0.2254,0.9501
79,29,1847,961,-0.1547,0.9858
79,30,1260,1143,0.2349,0.9616
79,31,1818,1135,-0.204,0.9939
79,32,1110,1165,0.2129,0.9623
80,0,1211,141,0.0577,0.9999
80,1,1225,118,0.034,0.9999
80,2,1227,118,0.034,0.9999
80,3,1230,119,0.034,0.9999
80,4,1225,116,0.0599,0.9999
80,5,1228,116,0.0599,0.9999
80,6,1231,115,0.0599,0.9999
80,7,1258,133,-0.0304,0.9999
80,8,1264,130,0.0889,0.9998
80,9,1224,168,0.0379,0.9999
80,10,1222,166,0.0719,0.9998
80,11,1277,261,-0.1079,0.9999
80,12,1353,282,0.1491,0.9997
80,13,1265,428,-0.0328,0.9877
80,14,1497,382,0.189,0.3473
80,15,1216,412,0.1762,0.8597
80,16,1419,501,0.168,0.3457
80,17,1190,409,0.1902,0.7941
80,18,1410,522,0.1709,0.3336
80,19,1193,396,0.1957,0.789
80,20,1394,520,0.1561,0.337
80,21,1204,397,0.1862,0.7598
80,22,1392,512,0.1607,0.32
80,23,1381,629,-0.1009,0.9998
80,24,1352,641,0.1006,0.9993
80,25,1524,879,-0.1654,0.9934
80,26,1188,812,0.1342,0.8992
80,27,1816,910,-0.1361,0.995
80,28,1161,1129,0.194,0.9538
80,29,1865,877,-0.1303,0.9851
80,30,1187,1175,0.1952,0.9626
80,31,1884,1039,-0.164,0.9937
80,32,1027,1180,0.1651,0.9637
81,0,1211,146,0.0556,0.9999
81,1,1225,121,0.0331,0.9999
81,2,1227,121,0.0331,0.9999
81,3,1230,122,0.033,0.9999
81,4,1225,120,0.0556,0.9999
81,5,1228,119,0.0556,0.9999
81,6,1231,118,0.0556,0.9999
81,7,1257,135,-0.0275,0.9999
81,8,1263,133,0.0812,0.9998
81,9,1224,172,0.0376,0.9998
81,10,1222,170,0.0672,0.9997
81,11,1270,261,-0.1012,0.9999
81,12,1352,282,0.1328,0.9998
81,13,1262,429,-0.0184,0.9837
81,14,1487,394,0.1622,0.3796
81,15,1217,431,0.2167,0.8088
81,16,1403,504,0.1522,0.3385
81,17,1193,433,0.233,0.736
81,18,1397,525,0.159,0.3212
81,19,1197,418,0.2433,0.7304
81,20,1383,521,0.1393,0.324
81,21,1208,418,0.2283,0.7038
81,22,1383,514,0.143,0.3081
81,23,1375,636,-0.0931,0.9998
81,24,1341,647,0.0929,0.9994
81,25,1490,885,-0.113,0.9932
81,26,1212,862,0.1527,0.9031
81,27,1768,830,-0.0147,0.9938
81,28,1157,1151,0.1942,0.9579
81,29,1799,790,-0.0024,0.9833
81,30,1179,1202,0.195,0.9647
81,31,1859,906,0.0138,0.9922
81,32,1024,1186,0.1754,0.9663
82,0,1211,151,0.0359,0.9999
82,1,1223,125,0.0135,0.9999
82,2,1225,125,0.0134,0.9999
82,3,1228,125,0.0134,0.9999
82,4,1224,124,0.0407,0.9999
82,5,1227,123,0.0408,0.9999
82,6,1230,122,0.0407,1.0
82,7,1255,138,-0.042,0.9999
82,8,1263,135,0.0791,0.9999
82,9,1223,178,0.0182,0.9998
82,10,1222,177,0.0536,0.9998
82,11,1267,263,-0.1056,0.9999
82,12,1359,283,0.1404,0.9998
82,13,1268,437,-0.0698,0.9839
82,14,1485,405,0.1737,0.4169
82,15,1221,474,0.1495,0.7939
82,16,1398,505,0.1594,0.3454
82,17,1197,484,0.1561,0.7084
82,18,1390,527,0.1676,0.3205
82,19,1198,472,0.1674,0.7017
82,20,1377,522,0.144,0.3228
82,21,1210,469,0.1606,0.677
82,22,1377,516,0.1479,0.3083
82,23,1365,645,-0.0979,0.9998
82,24,1341,649,0.0979,0.9994
82,25,1468,914,-0.1151,0.9935
82,26,1235,880,0.1564,0.9071
82,27,1702,794,0.0184,0.993
82,28,1216,1172,0.1779,0.9618
82,29,1736,752,0.0341,0.9827
82,30,1244,1225,0.1746,0.9674
82,31,1815,845,0.0761,0.9916
82,32,1102,1228,0.1624,0.9691
83,0,1208,171,0.0319,1.0
83,1,1220,143,0.0132,0.9999
83,2,1223,143,0.0132,0.9999
83,3,1226,143,0.0132,0.9999
83,4,1221,142,0.0352,0.9999
83,5,1224,141,0.0352,0.9999
83,6,1227,139,0.0352,1.0
83,7,1255,156,-0.0556,0.9999
83,8,1261,152,0.0803,0.9999
83,9,1222,199,0.0156,0.9998
83,10,1221,198,0.0483,0.9998
83,11,1271,281,-0.1495,0.9999
83,12,1361,300,0.1718,0.9998
83,13,1281,446,-0.0903,0.984
83,14,1500,445,0.2076,0.4119
83,15,1241,544,0.0993,0.7966
83,16,1406,528,0.1754,0.3373
83,17,1226,557,0.1001,0.7074
83,18,1422,547,0.1885,0.3135
83,19,1222,546,0.1086,0.7002
83,20,1377,544,0.1492,0.3162
83,21,1233,541,0.1092,0.6753
83,22,1378,539,0.1566,0.3033
83,23,1366,649,-0.1061,0.9999
83,24,1357,651,0.1061,0.9995
83,25,1390,923,-0.1183,0.9937
83,26,1276,917,0.1603,0.9105
83,27,1639,791,0.025,0.9922
83,28,1255,1196,0.1662,0.9652
83,29,1648,757,0.0425,0.9806
83,30,1306,1245,0.1609,0.9689
83,31,1751,845,0.0899,0.9914
83,32,1184,1262,0.1488,0.9716
84,0,1207,194,0.0278,1.0
84,1,1220,166,0.0071,0.9999
84,2,1223,165,0.0071,0.9999
84,3,1226,165,0.0071,0.9999
84,4,1220,164,0.0359,0.9999
84,5,1223,163,0.0359,0.9999
84,6,1227,162,0.0359,1.0
84,7,1255,175,-0.0513,0.9999
84,8,1261,171,0.0943,0.9999
84,9,1222,217,0.011,0.9998
84,10,1220,217,0.0501,0.9998
84,11,1275,291,-0.1539,0.9999
84,12,1355,306,0.2073,0.9998
84,13,1324,445,-0.2499,0.9852
84,14,1442,450,0.3128,0.3762
84,15,1271,575,-0.2593,0.8151
84,16,1421,533,0.3712,0.3113
84,17,1255,607,-0.2904,0.7338
84,18,1412,571,0.3994,0.2929
84,19,1245,598,-0.2746,0.7267
84,20,1389,559,0.3692,0.2954
84,21,1253,589,-0.2518,0.7013
84,22,1385,558,0.3607,0.2833
84,23,1373,653,-0.1183,0.9999
84,24,1404,653,0.1183,0.9995
84,25,1299,917,-0.144,0.9943
84,26,1348,940,0.1514,0.8992
84,27,1545,820,-0.0387,0.9925
84,28,1448,1198,0.1575,0.9656
84,29,1565,782,-0.02,0.9818
84,30,1493,1243,0.1507,0.9664
84,31,1656,914,0.012,0.9919
84,32,1350,1262,0.1374,0.9709
85,0,1207,194,-0.0071,0.9999
85,1,1222,166,-0.0255,0.9999
85,2,1226,165,-0.0255,0.9999
85,3,1230,165,-0.0255,0.9999
85,4,1221,166,0.0078,0.9999
85,5,1223,166,0.0078,0.9999
85,6,1227,166,0.0078,0.9999
85,7,1261,176,-0.0671,0.9999
85,8,1260,175,0.0923,0.9998
85,9,1223,218,-0.0203,0.9998
85,10,1220,219,0.0232,0.9998
85,11,1296,296,-0.1691,0.9999
85,12,1305,328,0.1925,0.9998
85,13,1360,430,-0.2725,0.9866
85,14,1324,461,0.2667,0.3447
85,15,1303,563,-0.2806,0.8331
85,16,1264,550,0.2631,0.311
85,17,1284,598,-0.309,0.7593
85,18,1230,569,0.2747,0.3003
85,19,1274,585,-0.2968,0.7528
85,20,1225,560,0.2602,0.3042
85,21,1283,576,-0.2735,0.7289
85,22,1236,559,0.2563,0.2921
85,23,1380,652,-0.1162,0.9999
85,24,1393,657,0.1162,0.9996
85,25,1239,891,-0.1632,0.9946
85,26,1419,941,0.1372,0.8918
85,27,1482,856,0.0034,0.9916
85,28,1556,1187,0.1487,0.9659
85,29,1513,825,0.0236,0.9806
85,30,1599,1226,0.1437,0.9631
85,31,1560,950,0.0747,0.9912
85,32,1474,1254,0.1293,0.9695
86,0,1209,190,0.0,0.9999
86,1,1224,162,-0.0239,0.9999
86,2,1228,162,-0.0239,0.9999
86,3,1233,161,-0.0238,0.9999
86,4,1222,162,0.009,0.9999
86,5,1224,162,0.009,0.9999
86,6,1227,161,0.0089,0.9999
86,7,1265,173,-0.0414,0.9999
86,8,1260,171,0.0958,0.9998
86,9,1224,214,-0.0171,0.9999
86,10,1220,215,0.0248,0.9998
86,11,1326,295,-0.1301,0.9999
86,12,1281,323,0.1978,0.9998
86,13,1394,399,-0.2508,0.9877
86,14,1285,468,0.2893,0.3438
86,15,1348,546,-0.328,0.8495
86,16,1192,510,0.2824,0.3695
86,17,1338,568,-0.3548,0.7825
86,18,1161,505,0.2914,0.3597
86,19,1320,555,-0.3545,0.7766
86,20,1164,495,0.2731,0.3642
86,21,1321,548,-0.3264,0.7545
86,22,1177,498,0.2747,0.3514
86,23,1379,641,-0.1087,0.9999
86,24,1390,648,0.1085,0.9996
86,25,1165,848,-0.152,0.9946
86,26,1471,925,0.0815,0.8948
86,27,1431,904,0.0288,0.9905
86,28,1644,1160,0.0566,0.9675
86,29,1462,897,0.0492,0.9789
86,30,1699,1194,0.0517,0.9632
86,31,1425,1067,0.0864,0.9898
86,32,1589,1240,0.0319,0.97
87,0,1212,175,0.0032,1.0
87,1,1228,148,-0.0155,0.9999
87,2,1232,147,-0.0155,0.9999
87,3,1236,147,-0.0154,0.9999
87,4,1224,148,0.0172,0.9999
87,5,1226,148,0.0172,0.9999
87,6,1228,148,0.0173,0.9999
87,7,1270,160,-0.0253,0.9999
87,8,1261,161,0.1123,0.9999
87,9,1226,201,-0.0082,0.9999
87,10,1221,201,0.0328,0.9998
87,11,1341,278,-0.1096,0.9999
87,12,1283,306,0.2229,0.9999
87,13,1441,343,-0.2546,0.9889
87,14,1263,450,0.3249,0.3579
87,15,1361,479,-0.3363,0.8644
87,16,1191,432,0.3319,0.4287
87,17,1340,514,-0.3619,0.8039
87,18,1170,419,0.3414,0.4188
87,19,1327,505,-0.3568,0.7986
87,20,1173,412,0.3397,0.4228
87,21,1330,493,-0.332,0.7783
87,22,1182,415,0.3316,0.4097
87,23,1364,616,-0.1056,0.9999
87,24,1386,624,0.1054,0.9997
87,25,1142,797,-0.1494,0.9949
87,26,1514,885,0.0151,0.9017
87,27,1335,995,-0.033,0.9909
87,28,1712,1105,-0.0094,0.9702
87,29,1384,1016,-0.0191,0.9799
87,30,1754,1124,-0.0144,0.9658
87,31,1261,1137,-0.0068,0.9901
87,32,1716,1228,-0.047,0.9719
88,0,1214,169,0.0436,1.0
88,1,1228,141,0.029,0.9999
88,2,1233,140,0.029,0.9999
88,3,1238,139,0.029,0.9999
88,4,1225,141,0.0634,0.9999
88,5,1227,141,0.0634,0.9999
88,6,1229,140,0.0635,0.9999
88,7,1271,147,-0.0021,0.9999
88,8,1262,149,0.1491,0.9999
88,9,1229,193,0.0324,0.9999
88,10,1224,194,0.0766,0.9998
88,11,1349,262,-0.1012,1.0
88,12,1288,291,0.2617,0.9999
88,13,1458,316,-0.2691,0.99
88,14,1270,428,0.4013,0.3641
88,15,1377,439,-0.3709,0.8778
88,16,1201,408,0.4647,0.4768
88,17,1356,477,-0.3987,0.823
88,18,1179,394,0.4804,0.4651
88,19,1341,472,-0.3946,0.8181
88,20,1184,387,0.4764,0.4687
88,21,1343,462,-0.3677,0.7994
88,22,1194,391,0.4638,0.4544
88,23,1363,600,-0.1099,0.9999
88,24,1385,611,0.1096,0.9997
88,25,1142,793,-0.1468,0.9948
88,26,1517,867,0.022,0.9086
88,27,1248,1068,-0.0976,0.9913
88,28,1766,1033,-0.016,0.9728
88,29,1293,1107,-0.0922,0.9808
88,30,1823,1025,-0.0215,0.9686
88,31,1136,1169,-0.1098,0.9904
88,32,1801,1172,-0.0596,0.9741
89,0,1214,161,-0.02,1.0
89,1,1228,133,-0.0372,0.9999
89,2,1233,132,-0.0372,0.9999
89,3,1237,131,-0.0372,0.9999
89,4,1225,133,-0.0009,0.9999
89,5,1227,132,-0.0009,0.9999
89,6,1229,131,-0.0008,0.9999
89,7,1270,139,-0.0756,1.0
89,8,1261,140,0.0865,0.9999
89,9,1229,185,-0.0327,0.9999
89,10,1224,185,0.0142,0.9998
89,11,1346,254,-0.1638,1.0
89,12,1292,283,0.2497,0.9998
89,13,1471,311,-0.3299,0.9909
89,14,1288,418,0.3691,0.3467
89,15,1381,433,-0.4273,0.8899
89,16,1217,408,0.4783,0.5016
89,17,1358,468,-0.455,0.8401
89,18,1193,397,0.505,0.4904
89,19,1344,461,-0.4481,0.8357
89,20,1192,389,0.5013,0.4938
89,21,1348,450,-0.4228,0.8184
89,22,1207,394,0.4788,0.4782
89,23,1362,604,-0.1146,0.9999
89,24,1381,612,0.1144,0.9997
89,25,1154,812,-0.1428,0.9939
89,26,1501,864,0.0336,0.912
89,27,1185,1123,-0.1247,0.992
89,28,1776,951,0.0561,0.9747
89,29,1219,1172,-0.125,0.9822
89,30,1825,920,0.0528,0.971
89,31,1037,1175,-0.1676,0.991
89,32,1846,1073,0.0268,0.9756
90,0,1213,157,-0.0601,1.0
90,1,1227,129,-0.0778,0.9999
90,2,1232,129,-0.0778,0.9999
90,3,1236,128,-0.0778,0.9999
90,4,1224,129,-0.0433,0.9999
90,5,1226,128,-0.0434,0.9999
90,6,1229,127,-0.0433,0.9999
90,7,1269,137,-0.1121,1.0
90,8,1260,137,0.0382,0.9999
90,9,1229,181,-0.0705,0.9999
90,10,1223,182,-0.0268,0.9998
90,11,1340,256,-0.1845,1.0
90,12,1284,284,0.169,0.9998
90,13,1469,330,-0.3142,0.9917
90,14,1284,419,0.2491,0.3304
90,15,1379,446,-0.3753,0.9007
90,16,1217,432,0.2428,0.5059
90,17,1354,478,-0.4031,0.8554
90,18,1196,427,0.253,0.5003
90,19,1339,470,-0.395,0.8514
90,20,1199,419,0.2498,0.5031
90,21,1345,461,-0.3692,0.8352
90,22,1211,422,0.2404,0.4869
90,23,1359,609,-0.1118,0.9999
90,24,1377,616,0.1117,0.9997
90,25,1189,835,-0.1077,0.9935
90,26,1484,866,0.0638,0.9113
90,27,1146,1157,-0.0889,0.9924
90,28,1760,862,0.0739,0.9747
90,29,1169,1203,-0.0865,0.9834
90,30,1791,825,0.0715,0.9721
90,31,997,1177,-0.1268,0.991
90,32,1845,938,0.0478,0.9746
91,0,1211,157,-0.0301,1.0
91,1,1225,130,-0.0477,0.9999
91,2,1229,129,-0.0477,0.9999
91,3,1234,129,-0.0477,1.0
91,4,1221,129,-0.016,0.9999
91,5,1223,129,-0.016,0.9999
91,6,1226,127,-0.0159,1.0
91,7,1266,138,-0.0869,1.0
91,8,1256,137,0.0551,0.9999
91,9,1227,182,-0.0417,0.9999
91,10,1221,182,-0.0008,0.9998
91,11,1337,257,-0.1778,1.0
91,12,1285,284,0.1714,0.9998
91,13,1465,347,-0.2107,0.9924
91,14,1291,447,0.2205,0.3109
91,15,1366,462,-0.1666,0.9098
91,16,1226,477,0.1445,0.4777
91,17,1341,498,-0.1817,0.868
91,18,1211,473,0.1408,0.4761
91,19,1326,483,-0.1728,0.864
91,20,1212,461,0.1298,0.4786
91,21,1332,475,-0.1566,0.8484
91,22,1221,463,0.1357,0.4642
91,23,1357,626,-0.1118,0.9999
91,24,1370,620,0.1116,0.9996
91,25,1208,876,-0.1061,0.9921
91,26,1465,881,0.0979,0.9037
91,27,1177,1186,-0.0952,0.9925
91,28,1718,817,0.1394,0.972
91,29,1210,1236,-0.0979,0.9836
91,30,1738,774,0.1444,0.9728
91,31,1037,1228,-0.1632,0.9904
91,32,1811,879,0.1293,0.9723
92,0,1206,166,-0.0201,1.0
92,1,1221,138,-0.0382,1.0
92,2,1225,137,-0.0382,0.9999
92,3,1230,136,-0.0382,1.0
92,4,1218,137,-0.0056,0.9999
92,5,1220,136,-0.0056,0.9999
92,6,1223,135,-0.0055,1.0
92,7,1265,143,-0.084,1.0
92,8,1255,143,0.0659,0.9999
92,9,1223,188,-0.0335,0.9999
92,10,1218,189,0.0093,0.9998
92,11,1336,278,-0.1696,1.0
92,12,1286,298,0.1785,0.9997
92,13,1452,412,-0.1963,0.993
92,14,1346,448,0.2355,0.282
92,15,1326,518,-0.1185,0.9176
92,16,1281,518,0.1846,0.4324
92,17,1285,550,-0.1346,0.8784
92,18,1259,536,0.1822,0.4325
92,19,1273,530,-0.119,0.8743
92,20,1252,521,0.157,0.4348
92,21,1286,520,-0.1061,0.8587
92,22,1259,516,0.17,0.4223
92,23,1358,643,-0.1114,0.9999
92,24,1370,634,0.1114,0.9993
92,25,1218,893,-0.0999,0.9914
92,26,1452,896,0.1345,0.8876
92,27,1257,1204,-0.0868,0.9925
92,28,1686,793,0.2364,0.9576
92,29,1292,1244,-0.088,0.9829
92,30,1699,754,0.2482,0.9697
92,31,1136,1248,-0.1444,0.9901
92,32,1749,840,0.2575,0.9637
93,0,1205,188,-0.04,1.0
93,1,1220,160,-0.0602,0.9999
93,2,1224,159,-0.0602,0.9999
93,3,1230,158,-0.0602,0.9999
93,4,1216,160,-0.0257,0.9999
93,5,1217,159,-0.0257,0.9999
93,6,1220,157,-0.0257,0.9999
93,7,1265,164,-0.1079,1.0
